point_id,city,lat,lon,shops_total,shops_shoes,restaurants,banks,pharmacy,metro_station,bus_stop,parking,walkability_score,hotels,attractions,museums,parks,business_centers,residential_buildings,total_pois,attractiveness_score,competition_score,accessibility_score,suitability_score,global_score
Strasbourg_48.523467_7.763017,Strasbourg,48.52346723153159,7.763017395787426,1,0,0,0,0,0,1,9,55,0,0,0,1,0,2,75,0.45,1.0,3.63,40.55,11.407499999999999
Strasbourg_48.523467_7.766421,Strasbourg,48.52346723153159,7.766421045595945,1,0,0,0,0,0,2,7,50,0,0,0,1,0,1,69,0.45,1.0,3.83,40.5,11.445
Strasbourg_48.523467_7.769825,Strasbourg,48.52346723153159,7.769824695404464,0,0,0,0,0,0,1,4,41,0,0,0,1,0,2,52,0.45,1.0,2.64,40.33,11.105
Strasbourg_48.523467_7.773228,Strasbourg,48.52346723153159,7.773228345212984,0,0,0,0,0,0,1,2,25,0,0,0,1,0,2,34,0.45,1.0,1.8,40.16,10.8525
Strasbourg_48.523467_7.776632,Strasbourg,48.52346723153159,7.776631995021503,0,0,1,0,0,0,5,2,12,0,0,0,1,2,2,31,0.95,1.0,3.53,40.73,11.552499999999998
Strasbourg_48.523467_7.780036,Strasbourg,48.52346723153159,7.780035644830023,1,0,1,0,0,0,5,6,11,0,0,0,0,2,1,33,0.51,1.0,3.8,40.72,11.5075
Strasbourg_48.523467_7.783439,Strasbourg,48.52346723153159,7.7834392946385424,1,0,1,0,0,0,5,6,10,0,0,0,0,2,0,31,0.51,1.0,3.76,40.61,11.469999999999999
Strasbourg_48.523467_7.786843,Strasbourg,48.52346723153159,7.786842944447062,1,0,1,0,0,0,5,7,10,0,0,0,0,2,0,32,0.51,1.0,3.84,40.63,11.495000000000001
Strasbourg_48.523467_7.790247,Strasbourg,48.52346723153159,7.790246594255581,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,22,0.0,1.0,1.07,39.84,10.477500000000001
Strasbourg_48.523467_7.793650,Strasbourg,48.52346723153159,7.793650244064101,0,0,0,0,0,0,0,5,21,0,1,0,0,0,0,32,0.09,1.0,1.29,39.86,10.56
Strasbourg_48.523467_7.797054,Strasbourg,48.52346723153159,7.79705389387262,0,0,0,0,0,0,0,4,18,0,1,0,0,0,0,28,0.09,1.0,1.08,39.82,10.4975
Strasbourg_48.523467_7.800458,Strasbourg,48.52346723153159,7.80045754368114,0,0,0,0,0,0,0,4,18,0,1,0,0,0,0,29,0.09,1.0,1.08,39.82,10.4975
Strasbourg_48.523467_7.803861,Strasbourg,48.52346723153159,7.803861193489659,0,0,0,0,0,0,0,3,12,0,1,0,0,0,0,23,0.09,1.0,0.75,39.75,10.3975
Strasbourg_48.525719_7.759614,Strasbourg,48.525719483783845,7.759613745978906,1,0,0,0,0,0,1,3,18,0,0,0,0,0,1,28,0.0,1.0,1.58,40.05,10.657499999999999
Strasbourg_48.525719_7.763017,Strasbourg,48.525719483783845,7.763017395787426,1,0,0,0,1,0,2,5,37,0,0,0,1,0,1,53,1.16,1.0,3.12,40.35,11.4075
Strasbourg_48.525719_7.766421,Strasbourg,48.525719483783845,7.766421045595945,1,0,0,0,1,0,3,3,34,0,0,0,1,0,1,50,1.16,1.0,3.4,40.41,11.4925
Strasbourg_48.525719_7.769825,Strasbourg,48.525719483783845,7.769824695404464,0,0,1,0,1,0,2,6,39,0,0,0,1,0,2,58,1.25,1.0,3.28,40.48,11.5025
Strasbourg_48.525719_7.773228,Strasbourg,48.525719483783845,7.773228345212984,0,0,1,0,1,0,2,5,34,0,0,0,1,0,2,52,1.25,1.0,2.99,40.43,11.4175
Strasbourg_48.525719_7.776632,Strasbourg,48.525719483783845,7.776631995021503,0,0,2,0,0,0,4,5,20,0,0,0,1,0,2,41,0.63,1.0,3.53,40.57,11.432500000000001
Strasbourg_48.525719_7.780036,Strasbourg,48.525719483783845,7.780035644830023,1,0,2,0,0,0,4,8,16,0,0,0,0,0,2,40,0.18,1.0,3.6,40.61,11.3475
Strasbourg_48.525719_7.783439,Strasbourg,48.525719483783845,7.7834392946385424,1,0,1,0,0,0,4,5,9,0,0,0,0,0,0,25,0.09,1.0,3.07,40.28,11.11
Strasbourg_48.525719_7.786843,Strasbourg,48.525719483783845,7.786842944447062,1,0,1,0,0,0,4,6,9,0,0,0,0,0,0,26,0.09,1.0,3.15,40.29,11.1325
Strasbourg_48.525719_7.790247,Strasbourg,48.525719483783845,7.790246594255581,1,0,0,0,0,0,0,6,13,0,0,0,0,0,0,23,0.0,1.0,1.03,39.84,10.467500000000001
Strasbourg_48.525719_7.793650,Strasbourg,48.525719483783845,7.793650244064101,0,0,0,0,0,0,0,5,22,0,1,0,0,0,0,34,0.09,1.0,1.33,39.87,10.5725
Strasbourg_48.525719_7.797054,Strasbourg,48.525719483783845,7.79705389387262,0,0,0,0,0,0,0,4,18,0,1,0,0,0,0,29,0.09,1.0,1.08,39.82,10.4975
Strasbourg_48.525719_7.800458,Strasbourg,48.525719483783845,7.80045754368114,0,0,0,0,0,0,0,4,18,0,1,0,0,0,0,30,0.09,1.0,1.08,39.82,10.4975
Strasbourg_48.525719_7.803861,Strasbourg,48.525719483783845,7.803861193489659,0,0,0,0,0,0,0,3,12,0,1,0,0,0,0,23,0.09,1.0,0.75,39.75,10.3975
Strasbourg_48.527972_7.759614,Strasbourg,48.5279717360361,7.759613745978906,1,0,0,0,0,0,4,3,11,0,0,0,0,0,1,27,0.0,1.0,2.99,40.33,11.08
Strasbourg_48.527972_7.763017,Strasbourg,48.5279717360361,7.763017395787426,1,0,0,1,1,0,5,5,36,0,0,0,1,0,1,61,1.88,1.0,4.79,40.69,12.09
Strasbourg_48.527972_7.766421,Strasbourg,48.5279717360361,7.766421045595945,1,0,0,1,1,0,6,2,46,0,0,0,1,0,1,74,1.88,1.0,5.55,40.84,12.3175
Strasbourg_48.527972_7.769825,Strasbourg,48.5279717360361,7.769824695404464,0,0,1,1,1,0,3,7,55,0,0,0,2,0,2,87,2.41,1.0,4.61,40.75,12.192499999999999
Strasbourg_48.527972_7.773228,Strasbourg,48.5279717360361,7.773228345212984,0,0,1,1,1,0,3,7,55,0,0,0,2,0,2,87,2.41,1.0,4.61,40.75,12.192499999999999
Strasbourg_48.527972_7.776632,Strasbourg,48.5279717360361,7.776631995021503,0,0,2,0,0,0,6,7,40,0,0,0,2,0,2,76,1.08,1.0,5.69,41.0,12.1925
Strasbourg_48.527972_7.780036,Strasbourg,48.5279717360361,7.780035644830023,1,0,2,0,0,0,6,10,19,0,0,0,1,0,2,52,0.63,1.0,5.03,40.9,11.89
Strasbourg_48.527972_7.783439,Strasbourg,48.5279717360361,7.7834392946385424,1,0,1,0,0,0,5,5,8,0,0,0,0,0,0,26,0.09,1.0,3.59,40.38,11.265
Strasbourg_48.527972_7.786843,Strasbourg,48.5279717360361,7.786842944447062,1,0,1,0,0,0,5,6,8,0,0,0,0,0,0,27,0.09,1.0,3.67,40.4,11.29
Strasbourg_48.527972_7.790247,Strasbourg,48.5279717360361,7.790246594255581,1,0,0,0,0,0,0,6,13,0,0,0,0,0,0,22,0.0,1.0,1.03,39.84,10.467500000000001
Strasbourg_48.527972_7.793650,Strasbourg,48.5279717360361,7.793650244064101,0,0,0,0,0,0,0,4,21,0,1,0,0,0,0,31,0.09,1.0,1.21,39.84,10.535
Strasbourg_48.527972_7.797054,Strasbourg,48.5279717360361,7.79705389387262,0,0,0,0,0,0,0,3,17,0,1,0,0,0,0,26,0.09,1.0,0.96,39.79,10.459999999999999
Strasbourg_48.527972_7.800458,Strasbourg,48.5279717360361,7.80045754368114,0,0,0,0,0,0,0,3,17,0,1,0,0,0,0,27,0.09,1.0,0.96,39.79,10.459999999999999
Strasbourg_48.527972_7.803861,Strasbourg,48.5279717360361,7.803861193489659,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,22,0.09,1.0,0.67,39.73,10.372499999999999
Strasbourg_48.530224_7.763017,Strasbourg,48.53022398828836,7.763017395787426,0,0,0,1,1,0,8,6,38,0,0,0,1,0,1,72,1.88,1.0,6.67,41.03,12.645
Strasbourg_48.530224_7.766421,Strasbourg,48.53022398828836,7.766421045595945,0,0,0,1,1,0,10,3,47,0,0,0,1,0,1,86,1.88,1.0,7.96,41.29,13.032499999999999
Strasbourg_48.530224_7.769825,Strasbourg,48.53022398828836,7.769824695404464,0,0,1,1,1,0,5,8,57,0,0,0,2,0,2,96,2.41,1.0,5.92,41.01,12.584999999999999
Strasbourg_48.530224_7.773228,Strasbourg,48.53022398828836,7.773228345212984,0,0,1,1,1,0,5,7,56,0,0,0,2,0,2,93,2.41,1.0,5.8,40.99,12.55
Strasbourg_48.530224_7.776632,Strasbourg,48.53022398828836,7.776631995021503,0,0,1,0,0,0,7,6,39,0,0,0,2,0,2,75,0.98,1.0,6.14,41.06,12.295
Strasbourg_48.530224_7.780036,Strasbourg,48.53022398828836,7.780035644830023,0,0,1,0,0,0,5,7,15,0,0,0,1,0,2,42,0.54,1.0,4.05,40.64,11.557500000000001
Strasbourg_48.530224_7.783439,Strasbourg,48.53022398828836,7.7834392946385424,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,15,0.0,1.0,2.61,40.12,10.9325
Strasbourg_48.530224_7.786843,Strasbourg,48.53022398828836,7.786842944447062,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,16,0.0,1.0,2.61,40.12,10.9325
Strasbourg_48.530224_7.790247,Strasbourg,48.53022398828836,7.790246594255581,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,9,0.0,1.0,0.37,39.67,10.26
Strasbourg_48.530224_7.793650,Strasbourg,48.53022398828836,7.793650244064101,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,9,0.0,1.0,0.33,39.67,10.25
Strasbourg_48.530224_7.797054,Strasbourg,48.53022398828836,7.79705389387262,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0.0,1.0,0.09,39.62,10.1775
Strasbourg_48.530224_7.800458,Strasbourg,48.53022398828836,7.80045754368114,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0.0,1.0,0.09,39.62,10.1775
Strasbourg_48.530224_7.803861,Strasbourg,48.53022398828836,7.803861193489659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,1.0,0.04,39.61,10.1625
Strasbourg_48.532476_7.763017,Strasbourg,48.53247624054061,7.763017395787426,0,0,0,1,1,0,7,4,20,0,0,0,0,0,1,55,1.43,1.0,5.17,40.73,12.0825
Strasbourg_48.532476_7.766421,Strasbourg,48.53247624054061,7.766421045595945,3,0,0,1,1,0,10,6,42,0,0,0,0,1,1,96,1.64,1.0,7.98,41.49,13.0275
Strasbourg_48.532476_7.769825,Strasbourg,48.53247624054061,7.769824695404464,3,0,1,1,1,0,6,16,65,0,0,0,1,1,2,127,2.18,1.0,7.47,41.51,13.04
Strasbourg_48.532476_7.773228,Strasbourg,48.53247624054061,7.773228345212984,3,0,1,1,1,0,6,14,58,0,0,0,1,1,2,110,2.18,1.0,7.01,41.42,12.9025
Strasbourg_48.532476_7.776632,Strasbourg,48.53247624054061,7.776631995021503,3,0,1,0,0,0,8,14,54,0,0,0,1,1,2,106,0.75,1.0,7.98,41.62,12.837499999999999
Strasbourg_48.532476_7.780036,Strasbourg,48.53247624054061,7.780035644830023,0,0,1,0,0,0,6,11,33,0,0,0,1,0,2,68,0.54,1.0,5.71,40.97,12.055
Strasbourg_48.532476_7.783439,Strasbourg,48.53247624054061,7.7834392946385424,0,0,0,0,0,0,6,0,12,0,0,0,0,0,1,28,0.0,1.0,3.94,40.49,11.3575
Strasbourg_48.532476_7.786843,Strasbourg,48.53247624054061,7.786842944447062,0,0,0,0,0,0,6,2,12,0,0,0,0,0,0,30,0.0,1.0,4.1,40.42,11.38
Strasbourg_48.532476_7.790247,Strasbourg,48.53247624054061,7.790246594255581,0,0,0,0,0,0,2,2,11,0,0,0,0,0,0,21,0.0,1.0,1.77,39.95,10.680000000000001
Strasbourg_48.532476_7.793650,Strasbourg,48.53247624054061,7.793650244064101,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,13,0.0,1.0,0.99,39.8,10.4475
Strasbourg_48.532476_7.797054,Strasbourg,48.53247624054061,7.79705389387262,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,1.0,0.16,39.63,10.1975
Strasbourg_48.532476_7.800458,Strasbourg,48.53247624054061,7.80045754368114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.0,1.0,0.08,39.62,10.174999999999999
Strasbourg_48.532476_7.803861,Strasbourg,48.53247624054061,7.803861193489659,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0.0,1.0,0.09,39.62,10.1775
Strasbourg_48.534728_7.759614,Strasbourg,48.53472849279287,7.759613745978906,1,0,0,0,0,0,7,7,21,0,0,0,0,0,1,62,0.0,1.0,5.45,40.82,11.8175
Strasbourg_48.534728_7.763017,Strasbourg,48.53472849279287,7.763017395787426,4,0,1,1,1,0,8,8,33,0,0,0,0,0,1,88,1.52,1.0,6.61,41.17,12.575000000000001
Strasbourg_48.534728_7.766421,Strasbourg,48.53472849279287,7.766421045595945,7,0,1,1,1,0,11,10,61,0,0,0,0,1,1,137,1.73,1.0,9.68,41.98,13.5975
Strasbourg_48.534728_7.769825,Strasbourg,48.53472849279287,7.769824695404464,6,0,1,1,1,0,5,16,71,0,0,0,1,1,1,142,2.18,1.0,7.15,41.44,12.942499999999999
Strasbourg_48.534728_7.773228,Strasbourg,48.53472849279287,7.773228345212984,6,0,1,1,1,0,5,13,62,0,0,0,1,1,1,119,2.18,1.0,6.53,41.32,12.7575
Strasbourg_48.534728_7.776632,Strasbourg,48.53472849279287,7.776631995021503,3,0,0,0,0,0,8,12,58,0,0,0,1,1,1,110,0.65,1.0,8.0,41.49,12.785
Strasbourg_48.534728_7.780036,Strasbourg,48.53472849279287,7.780035644830023,0,0,0,0,0,0,6,9,29,0,0,0,1,0,1,60,0.45,1.0,5.38,40.78,11.9025
Strasbourg_48.534728_7.783439,Strasbourg,48.53472849279287,7.7834392946385424,0,0,1,0,0,0,6,1,14,0,0,0,0,2,1,38,0.51,1.0,4.1,40.75,11.59
Strasbourg_48.534728_7.786843,Strasbourg,48.53472849279287,7.786842944447062,0,0,1,0,0,0,6,3,14,0,0,0,0,2,0,37,0.51,1.0,4.26,40.68,11.6125
Strasbourg_48.534728_7.790247,Strasbourg,48.53472849279287,7.790246594255581,0,0,1,0,0,0,2,3,13,0,0,0,0,2,0,28,0.51,1.0,1.93,40.21,10.9125
Strasbourg_48.534728_7.793650,Strasbourg,48.53472849279287,7.793650244064101,0,0,1,0,0,0,1,3,8,0,0,0,0,2,0,20,0.51,1.0,1.15,40.06,10.68
Strasbourg_48.534728_7.797054,Strasbourg,48.53472849279287,7.79705389387262,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,1.0,0.16,39.63,10.1975
Strasbourg_48.534728_7.800458,Strasbourg,48.53472849279287,7.80045754368114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.0,0.08,39.62,10.174999999999999
Strasbourg_48.536981_7.759614,Strasbourg,48.53698074504512,7.759613745978906,4,0,0,0,1,0,6,7,44,0,0,0,0,0,1,91,0.71,1.0,5.86,40.99,12.14
Strasbourg_48.536981_7.763017,Strasbourg,48.53698074504512,7.763017395787426,7,0,3,0,2,0,11,12,63,0,0,0,0,0,1,137,1.7,1.0,9.92,41.99,13.6525
Strasbourg_48.536981_7.766421,Strasbourg,48.53698074504512,7.766421045595945,10,0,3,0,2,0,14,16,61,0,0,0,1,2,1,160,2.57,1.0,11.87,42.67,14.5275
Strasbourg_48.536981_7.769825,Strasbourg,48.53698074504512,7.769824695404464,7,0,3,0,2,0,8,20,60,0,0,0,1,2,2,149,2.57,1.0,8.72,42.05,13.584999999999999
Strasbourg_48.536981_7.773228,Strasbourg,48.53698074504512,7.773228345212984,6,0,3,0,1,0,8,16,51,0,0,0,1,2,2,121,1.85,1.0,8.01,41.87,13.1825
Strasbourg_48.536981_7.776632,Strasbourg,48.53698074504512,7.776631995021503,3,0,0,0,0,0,5,12,40,0,0,0,1,2,2,86,0.86,1.0,5.51,41.19,12.139999999999999
Strasbourg_48.536981_7.780036,Strasbourg,48.53698074504512,7.780035644830023,0,0,0,0,0,0,3,7,27,0,0,0,1,0,2,54,0.45,1.0,3.42,40.48,11.337499999999999
Strasbourg_48.536981_7.783439,Strasbourg,48.53698074504512,7.7834392946385424,0,0,1,0,0,0,6,1,19,0,0,0,0,2,2,44,0.51,1.0,4.32,40.89,11.68
Strasbourg_48.536981_7.786843,Strasbourg,48.53698074504512,7.786842944447062,0,0,1,0,0,0,6,3,20,0,0,0,0,2,0,45,0.51,1.0,4.52,40.73,11.69
Strasbourg_48.536981_7.790247,Strasbourg,48.53698074504512,7.790246594255581,0,0,1,0,0,0,4,3,19,0,0,0,0,2,0,39,0.51,1.0,3.33,40.49,11.3325
Strasbourg_48.536981_7.793650,Strasbourg,48.53698074504512,7.793650244064101,0,0,1,0,0,0,3,3,14,0,0,0,0,2,0,31,0.51,1.0,2.55,40.34,11.100000000000001
Strasbourg_48.536981_7.797054,Strasbourg,48.53698074504512,7.79705389387262,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0.0,1.0,0.2,39.64,10.21
Strasbourg_48.536981_7.800458,Strasbourg,48.53698074504512,7.80045754368114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.0,0.08,39.62,10.174999999999999
Strasbourg_48.539233_7.759614,Strasbourg,48.539232997297376,7.759613745978906,7,0,0,0,1,0,8,9,72,0,0,0,0,0,2,133,0.71,1.0,8.35,41.68,12.934999999999999
Strasbourg_48.539233_7.763017,Strasbourg,48.539232997297376,7.763017395787426,11,0,3,0,2,0,12,15,84,0,0,0,0,0,2,171,1.7,1.0,11.63,42.55,14.219999999999999
Strasbourg_48.539233_7.766421,Strasbourg,48.539232997297376,7.766421045595945,14,0,3,0,2,0,16,21,68,0,0,0,1,2,2,182,2.57,1.0,13.71,43.26,15.135
Strasbourg_48.539233_7.769825,Strasbourg,48.539232997297376,7.769824695404464,10,0,3,0,2,0,14,25,68,0,0,0,1,2,3,178,2.57,1.0,12.88,43.07,14.879999999999999
Strasbourg_48.539233_7.773228,Strasbourg,48.539232997297376,7.773228345212984,7,0,3,0,1,0,10,20,59,0,0,0,1,2,3,138,1.85,1.0,9.82,42.37,13.76
Strasbourg_48.539233_7.776632,Strasbourg,48.539232997297376,7.776631995021503,3,0,0,0,0,0,6,14,49,0,0,0,1,2,3,100,0.86,1.0,6.63,41.51,12.5
Strasbourg_48.539233_7.780036,Strasbourg,48.539232997297376,7.780035644830023,0,0,0,0,0,0,3,7,29,0,0,0,1,0,3,57,0.45,1.0,3.51,40.6,11.39
Strasbourg_48.539233_7.783439,Strasbourg,48.539232997297376,7.7834392946385424,0,0,1,0,0,0,4,1,19,0,0,0,0,2,2,40,0.51,1.0,3.17,40.66,11.334999999999999
Strasbourg_48.539233_7.786843,Strasbourg,48.539232997297376,7.786842944447062,0,0,1,0,0,0,4,3,19,0,0,0,0,2,0,40,0.51,1.0,3.33,40.49,11.3325
Strasbourg_48.539233_7.790247,Strasbourg,48.539232997297376,7.790246594255581,0,0,1,0,0,0,4,3,19,0,0,0,0,2,0,39,0.51,1.0,3.33,40.49,11.3325
Strasbourg_48.539233_7.793650,Strasbourg,48.539232997297376,7.793650244064101,0,0,1,0,0,0,3,3,14,0,0,0,0,2,0,31,0.51,1.0,2.55,40.34,11.100000000000001
Strasbourg_48.539233_7.797054,Strasbourg,48.539232997297376,7.79705389387262,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0.0,1.0,0.2,39.64,10.21
Strasbourg_48.539233_7.800458,Strasbourg,48.539232997297376,7.80045754368114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.0,0.08,39.62,10.174999999999999
Strasbourg_48.541485_7.756210,Strasbourg,48.54148524954963,7.756210096170387,6,0,0,0,0,0,8,13,163,0,0,0,3,0,8,234,1.34,1.0,12.55,43.09,14.495000000000001
Strasbourg_48.541485_7.759614,Strasbourg,48.54148524954963,7.759613745978906,8,0,1,0,1,0,14,19,177,0,0,0,3,0,8,277,2.15,1.0,17.05,44.08,16.07
Strasbourg_48.541485_7.763017,Strasbourg,48.54148524954963,7.763017395787426,13,0,4,0,3,0,17,23,185,0,0,0,2,0,9,307,3.4,1.0,19.42,44.9,17.18
Strasbourg_48.541485_7.766421,Strasbourg,48.54148524954963,7.766421045595945,14,0,5,0,3,0,21,22,127,0,0,0,5,1,2,260,5.04,1.0,19.16,44.31,17.3775
Strasbourg_48.541485_7.769825,Strasbourg,48.54148524954963,7.769824695404464,10,0,5,0,3,0,18,20,105,0,0,0,3,1,3,222,4.15,1.0,16.35,43.73,16.307499999999997
Strasbourg_48.541485_7.773228,Strasbourg,48.54148524954963,7.773228345212984,7,0,4,0,2,0,12,16,84,0,0,0,3,1,3,169,3.34,1.0,11.71,42.68,14.682500000000001
Strasbourg_48.541485_7.776632,Strasbourg,48.54148524954963,7.776631995021503,1,0,1,0,0,0,10,5,54,0,0,0,3,1,3,106,1.64,1.0,8.41,41.74,13.197500000000002
Strasbourg_48.541485_7.780036,Strasbourg,48.54148524954963,7.780035644830023,0,0,0,0,0,0,5,1,14,0,0,0,1,0,3,40,0.45,1.0,3.53,40.6,11.395
Strasbourg_48.541485_7.783439,Strasbourg,48.54148524954963,7.7834392946385424,0,0,1,0,0,0,6,1,17,0,0,0,0,2,2,43,0.51,1.0,4.23,40.87,11.6525
Strasbourg_48.541485_7.786843,Strasbourg,48.54148524954963,7.786842944447062,0,0,1,0,0,0,6,3,17,0,0,0,0,2,0,42,0.51,1.0,4.39,40.71,11.6525
Strasbourg_48.541485_7.790247,Strasbourg,48.54148524954963,7.790246594255581,0,0,1,0,0,0,4,3,17,0,0,0,0,2,0,38,0.51,1.0,3.25,40.48,11.309999999999999
Strasbourg_48.541485_7.793650,Strasbourg,48.54148524954963,7.793650244064101,0,0,1,0,0,0,4,3,17,0,0,0,0,2,0,39,0.51,1.0,3.25,40.48,11.309999999999999
Strasbourg_48.541485_7.797054,Strasbourg,48.54148524954963,7.79705389387262,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0.0,1.0,0.2,39.64,10.21
Strasbourg_48.541485_7.800458,Strasbourg,48.54148524954963,7.80045754368114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,1.0,0.16,39.63,10.1975
Strasbourg_48.543738_7.752806,Strasbourg,48.543737501801886,7.752806446361867,3,0,1,0,1,0,10,20,232,0,0,0,3,0,8,331,2.15,1.0,17.19,43.95,16.0725
Strasbourg_48.543738_7.756210,Strasbourg,48.543737501801886,7.756210096170387,6,0,0,0,1,0,12,19,234,0,0,0,5,0,8,339,2.95,1.0,18.34,44.24,16.6325
Strasbourg_48.543738_7.759614,Strasbourg,48.543737501801886,7.759613745978906,8,0,1,0,2,0,16,24,254,0,0,0,5,0,8,377,3.75,1.0,21.87,45.04,17.915
Strasbourg_48.543738_7.763017,Strasbourg,48.543737501801886,7.763017395787426,10,0,3,0,2,0,21,30,263,0,0,0,4,0,9,409,3.49,1.0,25.59,46.01,19.0225
Strasbourg_48.543738_7.766421,Strasbourg,48.543737501801886,7.766421045595945,10,0,4,0,2,0,23,22,170,0,0,0,6,1,1,303,4.68,1.0,22.13,44.65,18.115
Strasbourg_48.543738_7.769825,Strasbourg,48.543737501801886,7.769824695404464,7,0,4,0,2,0,22,22,156,0,0,0,3,1,3,279,3.34,1.0,20.97,44.53,17.46
Strasbourg_48.543738_7.773228,Strasbourg,48.543737501801886,7.773228345212984,4,0,3,0,1,0,16,19,119,0,0,0,3,1,3,215,2.54,1.0,15.72,43.35,15.6525
Strasbourg_48.543738_7.776632,Strasbourg,48.543737501801886,7.776631995021503,1,0,1,0,0,0,12,8,52,0,0,0,3,1,3,110,1.64,1.0,9.71,42.0,13.5875
Strasbourg_48.543738_7.780036,Strasbourg,48.543737501801886,7.780035644830023,0,0,0,0,0,0,5,2,16,0,0,0,1,0,3,46,0.45,1.0,3.7,40.64,11.4475
Strasbourg_48.543738_7.783439,Strasbourg,48.543737501801886,7.7834392946385424,0,0,0,0,0,0,6,1,15,0,0,0,0,0,2,39,0.0,1.0,4.15,40.63,11.445
Strasbourg_48.543738_7.786843,Strasbourg,48.543737501801886,7.786842944447062,0,0,0,0,0,0,6,1,15,0,0,0,0,0,0,36,0.0,1.0,4.15,40.43,11.395
Strasbourg_48.543738_7.790247,Strasbourg,48.543737501801886,7.790246594255581,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,31,0.0,1.0,2.92,40.18,11.025
Strasbourg_48.543738_7.793650,Strasbourg,48.543737501801886,7.793650244064101,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,29,0.0,1.0,2.92,40.18,11.025
Strasbourg_48.543738_7.797054,Strasbourg,48.543737501801886,7.79705389387262,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0.0,1.0,0.09,39.62,10.1775
Strasbourg_48.543738_7.800458,Strasbourg,48.543737501801886,7.80045754368114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.0,1.0,0.08,39.62,10.174999999999999
Strasbourg_48.543738_7.803861,Strasbourg,48.543737501801886,7.803861193489659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0.0,1.0,0.08,39.62,10.174999999999999
Strasbourg_48.545990_7.745999,Strasbourg,48.54598975405414,7.745999146744828,16,0,3,2,1,0,12,21,112,0,0,0,6,1,3,236,5.3,1.0,13.3,43.24,15.71
Strasbourg_48.545990_7.749403,Strasbourg,48.54598975405414,7.749402796553348,4,0,1,2,2,0,9,32,156,0,0,0,7,3,2,268,6.7,1.0,14.33,43.11,16.285
Strasbourg_48.545990_7.752806,Strasbourg,48.54598975405414,7.752806446361867,5,0,1,2,2,0,16,44,257,0,0,0,8,2,8,414,6.94,1.0,23.59,45.49,19.255000000000003
Strasbourg_48.545990_7.756210,Strasbourg,48.54598975405414,7.756210096170387,5,0,0,1,2,0,16,36,241,0,0,0,10,2,9,387,7.02,1.0,22.27,45.3,18.8975
Strasbourg_48.545990_7.759614,Strasbourg,48.54598975405414,7.759613745978906,4,0,1,0,3,0,21,38,272,0,0,0,5,2,9,420,4.88,1.0,26.61,46.16,19.6625
Strasbourg_48.545990_7.763017,Strasbourg,48.54598975405414,7.763017395787426,7,0,1,0,2,0,22,34,264,0,0,0,4,0,10,408,3.31,1.0,26.52,46.14,19.2425
Strasbourg_48.545990_7.766421,Strasbourg,48.54598975405414,7.766421045595945,7,0,2,0,2,0,22,22,177,0,0,0,6,0,3,296,4.29,1.0,21.86,44.55,17.924999999999997
Strasbourg_48.545990_7.769825,Strasbourg,48.54598975405414,7.769824695404464,7,0,2,0,2,0,23,22,163,0,0,0,3,0,4,277,2.95,1.0,21.83,44.64,17.605
Strasbourg_48.545990_7.773228,Strasbourg,48.54598975405414,7.773228345212984,5,0,1,0,1,0,14,19,114,0,0,0,3,0,3,196,2.15,1.0,14.37,42.96,15.120000000000001
Strasbourg_48.545990_7.776632,Strasbourg,48.54598975405414,7.776631995021503,1,0,1,0,0,0,12,9,46,0,0,0,3,0,3,100,1.43,1.0,9.53,41.86,13.455
Strasbourg_48.545990_7.780036,Strasbourg,48.54598975405414,7.780035644830023,0,0,0,0,0,0,5,2,13,0,0,0,0,0,3,37,0.0,1.0,3.57,40.61,11.295
Strasbourg_48.545990_7.783439,Strasbourg,48.54598975405414,7.7834392946385424,0,0,0,0,0,0,4,1,10,0,0,0,0,0,2,27,0.0,1.0,2.79,40.36,11.0375
