point_id,city,lat,lon,shops_total,shops_shoes,restaurants,banks,pharmacy,metro_station,bus_stop,parking,walkability_score,hotels,attractions,museums,parks,business_centers,residential_buildings,total_pois,attractiveness_score,competition_score,accessibility_score,suitability_score
Paris_48.817828_2.333668,Paris,48.81782775225228,2.3336679955909503,25,0,34,1,1,1,10,128,804,3,2,0,13,13,4,1214,13.68,1.0,23.56,46.13
Paris_48.817828_2.337091,Paris,48.81782775225228,2.3370913079531674,44,0,36,1,3,2,14,109,929,1,2,0,12,9,5,1328,13.29,1.0,28.23,47.21
Paris_48.817828_2.340515,Paris,48.81782775225228,2.3405146203153846,46,0,39,1,3,2,18,89,997,0,2,0,7,7,7,1399,9.47,1.0,29.02,47.44
Paris_48.817828_2.343938,Paris,48.81782775225228,2.3439379326776018,77,0,48,4,4,2,26,123,1178,1,2,1,9,10,10,1674,13.44,1.59,35.46,49.42
Paris_48.817828_2.347361,Paris,48.81782775225228,2.347361245039819,80,0,38,3,6,1,33,140,1219,2,1,1,11,10,11,1735,14.86,1.65,35.77,49.41
Paris_48.817828_2.350785,Paris,48.81782775225228,2.350784557402036,61,0,27,3,4,0,30,126,1211,5,1,1,12,9,9,1707,14.3,1.26,30.98,48.0
Paris_48.817828_2.354208,Paris,48.81782775225228,2.354207869764253,111,0,49,3,8,2,37,109,1249,9,1,1,14,16,8,1798,19.41,2.29,38.51,50.49
Paris_48.817828_2.357631,Paris,48.81782775225228,2.3576311821264704,111,0,70,1,7,2,30,78,1012,12,1,0,14,19,3,1530,19.58,2.29,31.78,49.34
Paris_48.817828_2.361054,Paris,48.81782775225228,2.3610544944886875,134,1,78,1,8,3,24,43,851,12,1,0,13,25,3,1353,20.32,3.75,29.14,49.02
Paris_48.817828_2.364478,Paris,48.81782775225228,2.3644778068509047,137,1,79,1,9,4,26,35,711,11,0,0,9,32,5,1174,18.56,3.81,30.48,49.83
Paris_48.817828_2.367901,Paris,48.81782775225228,2.367901119213122,82,1,59,1,5,2,16,40,574,6,1,0,6,27,5,922,13.04,2.68,20.17,46.83
Paris_48.817828_2.453484,Paris,48.81782775225228,2.4534839282685508,7,0,2,1,1,0,12,20,119,1,0,0,5,1,3,230,4.75,1.0,5.9,41.14
Paris_48.817828_2.456907,Paris,48.81782775225228,2.456907240630768,10,0,6,1,2,0,14,23,317,1,0,0,4,3,3,441,4.84,1.0,9.17,42.01
Paris_48.817828_2.460331,Paris,48.81782775225228,2.460330552992985,44,0,10,5,4,1,20,32,489,1,0,0,5,8,4,699,8.8,1.0,16.6,44.39
Paris_48.820080_2.326821,Paris,48.82008000450453,2.326821370866516,224,2,86,6,5,1,42,173,1159,19,1,0,17,45,4,1997,27.1,6.59,39.3,52.54
Paris_48.820080_2.330245,Paris,48.82008000450453,2.330244683228733,117,0,64,4,4,1,42,123,1011,17,2,0,14,25,4,1625,20.28,2.41,34.49,50.23
Paris_48.820080_2.333668,Paris,48.82008000450453,2.3336679955909503,39,0,42,2,2,1,20,72,745,9,3,0,10,16,4,1124,13.33,1.0,22.23,46.36
Paris_48.820080_2.337091,Paris,48.82008000450453,2.3370913079531674,46,0,37,1,3,1,23,43,780,3,3,0,9,12,5,1112,11.62,1.0,21.8,46.13
Paris_48.820080_2.340515,Paris,48.82008000450453,2.3405146203153846,54,0,38,1,3,1,27,58,899,1,3,0,5,13,6,1273,8.75,1.11,25.28,47.03
Paris_48.820080_2.343938,Paris,48.82008000450453,2.3439379326776018,76,0,39,1,4,1,25,86,1070,2,3,1,6,14,6,1505,10.15,1.57,28.58,47.9
Paris_48.820080_2.347361,Paris,48.82008000450453,2.347361245039819,86,0,32,0,5,0,32,119,1194,3,2,1,8,14,7,1669,11.3,1.77,30.88,48.38
Paris_48.820080_2.350785,Paris,48.82008000450453,2.350784557402036,72,0,23,0,5,0,28,124,1353,5,2,1,12,16,5,1851,14.16,1.48,32.17,48.42
Paris_48.820080_2.354208,Paris,48.82008000450453,2.354207869764253,114,1,42,2,8,2,32,93,1355,7,1,1,14,19,5,1874,18.94,3.34,37.62,49.83
Paris_48.820080_2.357631,Paris,48.82008000450453,2.3576311821264704,133,1,79,4,7,2,29,82,1194,9,1,0,15,26,4,1758,22.64,3.73,34.1,50.13
Paris_48.820080_2.361054,Paris,48.82008000450453,2.3610544944886875,185,2,99,4,10,3,21,51,1029,9,1,0,16,36,4,1638,26.68,5.79,31.11,50.33
Paris_48.820080_2.364478,Paris,48.82008000450453,2.3644778068509047,183,2,103,4,9,4,26,43,827,9,0,0,12,43,4,1400,24.29,5.75,32.44,51.03
Paris_48.820080_2.367901,Paris,48.82008000450453,2.367901119213122,131,1,95,2,6,2,19,47,715,7,2,0,8,45,4,1199,19.17,3.69,23.2,49.24
Paris_48.820080_2.371324,Paris,48.82008000450453,2.371324431575339,114,2,67,1,7,3,25,58,715,6,2,0,7,42,10,1176,16.76,4.32,28.52,49.55
Paris_48.820080_2.374748,Paris,48.82008000450453,2.374747743937556,55,1,49,1,5,2,25,61,581,5,2,0,4,33,10,926,11.81,2.12,23.88,47.86
Paris_48.820080_2.436367,Paris,48.82008000450453,2.436367366457465,0,0,0,0,0,0,9,13,92,0,0,0,9,2,3,175,6.85,1.0,4.34,40.75
Paris_48.820080_2.439791,Paris,48.82008000450453,2.439790678819682,0,0,2,0,0,0,12,7,121,0,0,0,5,0,3,199,3.77,1.0,5.17,40.83
Paris_48.820080_2.443214,Paris,48.82008000450453,2.4432139911818997,0,0,2,0,0,0,9,9,110,0,0,0,4,0,3,176,3.03,1.0,4.35,40.67
Paris_48.820080_2.446637,Paris,48.82008000450453,2.4466373035441165,0,0,2,0,0,0,10,9,86,0,0,0,5,0,4,150,3.77,1.0,4.3,40.71
Paris_48.820080_2.450061,Paris,48.82008000450453,2.4500606159063336,0,0,2,0,0,0,12,10,80,0,0,0,6,0,4,142,4.5,1.0,4.81,40.81
Paris_48.820080_2.453484,Paris,48.82008000450453,2.4534839282685508,5,0,0,0,0,0,13,17,99,1,0,0,4,0,3,180,2.99,1.0,5.73,40.99
Paris_48.820080_2.456907,Paris,48.82008000450453,2.456907240630768,7,0,2,0,1,0,13,19,251,1,0,0,4,2,3,349,3.72,1.0,7.82,41.58
Paris_48.820080_2.460331,Paris,48.82008000450453,2.460330552992985,43,0,7,4,3,1,19,24,423,1,0,0,5,7,5,602,7.73,1.0,15.01,44.01
Paris_48.822332_2.316551,Paris,48.82233225675679,2.3165514337798645,133,3,47,3,7,1,29,169,963,5,0,0,11,29,6,1551,17.95,5.7,33.06,48.94
Paris_48.822332_2.319975,Paris,48.82233225675679,2.3199747461420817,187,4,63,8,6,2,42,133,1189,13,0,0,13,37,6,1889,23.09,7.8,40.45,51.06
Paris_48.822332_2.323398,Paris,48.82233225675679,2.323398058504299,214,4,67,9,7,2,39,112,1236,20,0,0,12,39,4,1936,23.91,8.36,39.05,51.01
Paris_48.822332_2.326821,Paris,48.82233225675679,2.326821370866516,200,4,65,9,5,1,40,86,1199,23,1,1,15,31,2,1841,24.5,8.07,34.25,49.38
Paris_48.822332_2.330245,Paris,48.82233225675679,2.330244683228733,151,2,50,7,4,1,39,53,1070,22,2,1,13,20,2,1578,19.83,5.09,30.41,48.24
Paris_48.822332_2.333668,Paris,48.82233225675679,2.3336679955909503,56,0,22,4,1,1,21,35,823,11,3,1,9,10,5,1122,11.52,1.15,21.37,45.8
Paris_48.822332_2.337091,Paris,48.82233225675679,2.3370913079531674,65,0,29,6,2,1,28,29,856,6,3,1,9,12,6,1179,13.08,1.34,23.31,46.52
Paris_48.822332_2.340515,Paris,48.82233225675679,2.3405146203153846,104,0,40,6,3,1,33,68,992,2,3,0,6,20,10,1430,12.49,2.14,28.66,48.68
Paris_48.822332_2.343938,Paris,48.82233225675679,2.3439379326776018,149,0,45,9,6,1,35,80,1159,2,3,1,7,25,11,1694,16.54,3.07,32.05,50.06
Paris_48.822332_2.347361,Paris,48.82233225675679,2.347361245039819,177,0,48,9,7,0,41,112,1280,4,2,1,9,31,10,1886,19.31,3.65,33.99,50.95
Paris_48.822332_2.350785,Paris,48.82233225675679,2.350784557402036,160,0,37,6,8,1,40,112,1471,5,2,1,11,34,10,2096,19.85,3.3,39.28,51.9
Paris_48.822332_2.354208,Paris,48.82233225675679,2.354207869764253,208,1,71,8,12,3,43,75,1432,8,1,1,13,36,7,2105,25.66,5.27,43.59,53.13
Paris_48.822332_2.357631,Paris,48.82233225675679,2.3576311821264704,211,1,124,7,10,3,40,79,1301,11,1,0,15,44,6,2037,29.34,5.34,41.32,53.86
Paris_48.822332_2.361054,Paris,48.82233225675679,2.3610544944886875,250,2,147,7,13,4,30,53,1140,9,1,0,15,54,4,1915,32.7,7.13,38.14,53.87
Paris_48.822332_2.364478,Paris,48.82233225675679,2.3644778068509047,234,3,149,6,11,4,31,42,875,7,0,0,13,59,4,1599,30.54,7.78,34.34,52.93
Paris_48.822332_2.367901,Paris,48.82233225675679,2.367901119213122,161,2,126,3,6,2,22,53,801,4,2,0,10,73,4,1421,25.6,5.29,25.46,51.51
Paris_48.822332_2.371324,Paris,48.82233225675679,2.371324431575339,140,3,77,0,6,2,26,70,792,3,3,0,7,68,10,1365,19.34,5.84,27.4,50.7
Paris_48.822332_2.374748,Paris,48.82233225675679,2.374747743937556,72,2,55,0,3,1,28,71,706,4,3,0,3,54,10,1149,12.58,3.46,23.8,48.83
Paris_48.822332_2.378171,Paris,48.82233225675679,2.3781710562997733,62,1,49,0,4,0,19,69,623,5,3,0,3,49,11,998,12.18,2.26,17.13,47.51
Paris_48.822332_2.432944,Paris,48.82233225675679,2.432944054095248,0,0,0,0,0,0,12,23,73,0,0,0,5,2,2,151,3.91,1.0,5.48,40.92
Paris_48.822332_2.436367,Paris,48.82233225675679,2.436367366457465,0,0,0,0,0,0,9,9,61,0,0,0,5,1,2,121,3.79,1.0,3.71,40.51
Paris_48.822332_2.439791,Paris,48.82233225675679,2.439790678819682,0,0,1,0,0,0,12,2,65,0,0,0,3,0,2,112,2.25,1.0,4.16,40.56
Paris_48.822332_2.443214,Paris,48.82233225675679,2.4432139911818997,0,0,1,0,0,0,9,4,47,0,0,0,2,0,2,88,1.52,1.0,3.24,40.37
Paris_48.822332_2.446637,Paris,48.82233225675679,2.4466373035441165,0,0,1,0,0,0,8,6,37,0,0,0,3,0,3,73,2.25,1.0,2.96,40.37
Paris_48.822332_2.450061,Paris,48.82233225675679,2.4500606159063336,0,0,1,0,0,0,9,7,37,0,0,0,3,0,3,79,2.25,1.0,3.28,40.44
Paris_48.822332_2.453484,Paris,48.82233225675679,2.4534839282685508,0,0,0,0,0,0,7,13,61,0,0,0,3,0,2,123,2.21,1.0,3.41,40.39
Paris_48.822332_2.456907,Paris,48.82233225675679,2.456907240630768,1,0,1,0,0,0,7,10,165,0,0,0,3,1,3,234,2.37,1.0,4.58,40.77
Paris_48.822332_2.460331,Paris,48.82233225675679,2.460330552992985,34,0,5,2,2,1,14,13,293,0,0,0,4,5,4,435,5.39,1.0,11.36,42.95
Paris_48.822332_2.463754,Paris,48.82233225675679,2.4637538653552022,34,0,6,2,2,1,15,15,386,0,0,0,4,5,4,545,5.44,1.0,12.95,43.28
Paris_48.824585_2.306281,Paris,48.82458450900904,2.306281496693213,159,2,55,6,7,1,28,61,1187,9,0,0,19,20,5,1651,24.56,5.25,29.45,48.34
Paris_48.824585_2.309705,Paris,48.82458450900904,2.30970480905543,158,1,68,5,6,1,21,81,1081,6,0,0,17,17,5,1554,22.37,4.24,27.37,48.34
Paris_48.824585_2.313128,Paris,48.82458450900904,2.313128121417648,112,1,53,1,6,0,17,90,924,5,0,0,13,14,4,1329,16.71,3.3,21.71,46.46
Paris_48.824585_2.316551,Paris,48.82458450900904,2.3165514337798645,121,1,48,0,5,0,20,97,934,7,0,0,10,9,4,1343,12.96,3.48,23.04,46.44
Paris_48.824585_2.319975,Paris,48.82458450900904,2.3199747461420817,235,7,64,6,6,1,43,72,1120,14,0,0,8,20,4,1717,16.7,11.75,33.22,47.7
Paris_48.824585_2.323398,Paris,48.82458450900904,2.323398058504299,286,7,63,8,9,2,45,59,1195,19,0,0,6,32,2,1843,18.86,12.8,37.05,49.34
Paris_48.824585_2.326821,Paris,48.82458450900904,2.326821370866516,307,7,74,11,9,2,48,49,1257,21,1,1,8,39,2,1952,23.06,13.23,38.08,50.24
Paris_48.824585_2.330245,Paris,48.82458450900904,2.330244683228733,271,7,68,11,9,2,53,27,1194,19,2,1,11,40,2,1829,25.07,12.49,37.32,49.82
Paris_48.824585_2.333668,Paris,48.82458450900904,2.3336679955909503,127,0,45,5,5,2,32,24,927,10,3,1,9,28,3,1329,16.68,2.62,28.09,48.84
Paris_48.824585_2.337091,Paris,48.82458450900904,2.3370913079531674,117,0,41,6,3,1,36,23,869,5,3,1,9,23,3,1244,15.28,2.41,25.27,47.87
Paris_48.824585_2.340515,Paris,48.82458450900904,2.3405146203153846,141,0,42,5,3,1,36,73,924,3,4,0,6,30,9,1373,13.43,2.91,28.87,49.49
Paris_48.824585_2.343938,Paris,48.82458450900904,2.3439379326776018,191,0,63,8,7,1,33,78,1130,7,4,1,8,37,10,1703,19.78,3.94,31.03,51.0
Paris_48.824585_2.347361,Paris,48.82458450900904,2.347361245039819,235,0,81,9,9,0,39,111,1384,11,3,1,11,52,8,2089,25.92,4.85,34.75,53.03
Paris_48.824585_2.350785,Paris,48.82458450900904,2.350784557402036,264,2,80,9,11,1,39,112,1580,11,2,1,13,57,9,2339,28.71,7.42,40.43,53.88
Paris_48.824585_2.354208,Paris,48.82458450900904,2.354207869764253,297,3,110,11,14,2,36,67,1529,14,0,1,14,54,6,2315,32.55,9.08,39.44,53.61
Paris_48.824585_2.357631,Paris,48.82458450900904,2.3576311821264704,280,3,146,10,11,2,31,67,1325,13,0,0,16,57,7,2129,34.29,8.73,35.46,53.46
Paris_48.824585_2.361054,Paris,48.82458450900904,2.3610544944886875,314,4,161,10,12,4,22,38,1130,11,0,0,19,63,6,1945,38.2,10.42,35.01,53.7
Paris_48.824585_2.364478,Paris,48.82458450900904,2.3644778068509047,276,3,165,10,12,4,24,27,961,11,0,0,16,73,6,1751,37.34,8.65,32.72,54.01
Paris_48.824585_2.367901,Paris,48.82458450900904,2.367901119213122,239,2,161,8,8,3,25,50,960,8,1,0,15,102,5,1748,37.27,6.9,31.23,55.37
Paris_48.824585_2.371324,Paris,48.82458450900904,2.371324431575339,221,2,108,5,8,3,31,72,1036,6,2,0,12,101,5,1821,31.25,6.53,35.08,55.18
Paris_48.824585_2.374748,Paris,48.82458450900904,2.374747743937556,143,1,83,6,5,1,34,74,1081,6,2,0,7,87,5,1755,23.98,3.93,30.43,52.99
Paris_48.824585_2.378171,Paris,48.82458450900904,2.3781710562997733,90,0,66,3,2,0,23,72,992,6,2,0,7,76,6,1537,19.46,1.86,23.15,50.77
Paris_48.824585_2.381594,Paris,48.82458450900904,2.3815943686619905,37,0,26,2,2,0,16,42,787,4,1,0,7,34,5,1135,12.18,1.0,16.89,46.09
Paris_48.824585_2.385018,Paris,48.82458450900904,2.385017681024208,19,0,21,2,1,0,11,14,551,4,0,0,4,22,5,747,7.88,1.0,10.88,43.87
Paris_48.824585_2.419251,Paris,48.82458450900904,2.419250804646379,54,1,16,6,5,1,15,8,141,0,0,0,3,6,3,297,8.15,2.1,9.37,42.57
Paris_48.824585_2.422674,Paris,48.82458450900904,2.4226741170085964,9,0,6,0,2,0,8,12,67,0,0,0,4,2,3,142,4.27,1.0,3.7,40.84
Paris_48.824585_2.426097,Paris,48.82458450900904,2.426097429370813,8,0,6,0,2,0,8,20,62,0,0,0,3,2,3,154,3.53,1.0,4.09,40.9
Paris_48.824585_2.429521,Paris,48.82458450900904,2.4295207417330307,0,0,0,0,0,0,3,19,40,0,0,0,3,1,2,108,2.32,1.0,2.42,40.25
Paris_48.824585_2.432944,Paris,48.82458450900904,2.432944054095248,0,0,0,0,0,0,2,16,18,0,0,0,3,1,1,79,2.32,1.0,1.69,40.05
Paris_48.824585_2.436367,Paris,48.82458450900904,2.436367366457465,0,0,0,0,0,0,2,8,12,0,0,0,3,1,1,66,2.32,1.0,1.15,39.94
Paris_48.824585_2.439791,Paris,48.82458450900904,2.439790678819682,0,0,1,0,0,0,2,0,22,0,0,0,2,0,0,55,1.52,1.0,0.82,39.78
Paris_48.824585_2.443214,Paris,48.82458450900904,2.4432139911818997,0,0,1,0,0,0,1,2,27,0,0,0,0,0,0,54,0.05,1.0,0.73,39.76
Paris_48.824585_2.446637,Paris,48.82458450900904,2.4466373035441165,0,0,1,0,0,0,3,3,30,0,0,0,1,0,1,57,0.78,1.0,1.36,39.94
Paris_48.824585_2.450061,Paris,48.82458450900904,2.4500606159063336,0,0,1,0,0,0,5,5,39,0,0,0,1,0,1,72,0.78,1.0,2.13,40.1
Paris_48.824585_2.453484,Paris,48.82458450900904,2.4534839282685508,0,0,0,0,0,0,7,11,64,0,0,0,1,0,1,117,0.74,1.0,3.33,40.32
Paris_48.824585_2.456907,Paris,48.82458450900904,2.456907240630768,0,0,1,0,0,0,9,9,80,0,0,0,3,1,1,146,2.37,1.0,3.96,40.52
Paris_48.824585_2.460331,Paris,48.82458450900904,2.460330552992985,5,0,2,0,0,1,16,9,159,0,0,0,3,2,4,253,2.53,1.0,9.92,42.02
Paris_48.824585_2.463754,Paris,48.82458450900904,2.4637538653552022,5,0,3,0,0,1,15,9,207,0,0,0,3,2,4,309,2.58,1.0,10.28,42.11
Paris_48.826837_2.296012,Paris,48.8268367612613,2.2960115596065616,65,2,39,3,4,1,28,22,814,7,0,0,19,7,6,1139,19.76,3.31,22.36,45.41
Paris_48.826837_2.299435,Paris,48.8268367612613,2.2994348719687787,77,2,39,4,5,2,33,21,980,7,0,0,23,10,7,1346,23.87,3.56,28.87,47.01
Paris_48.826837_2.302858,Paris,48.8268367612613,2.302858184330996,82,1,47,3,3,2,26,55,1077,7,0,0,24,17,6,1495,24.56,2.68,30.22,48.16
Paris_48.826837_2.306281,Paris,48.8268367612613,2.306281496693213,113,1,48,3,6,1,26,95,1199,6,0,0,24,16,5,1663,25.67,3.32,31.04,48.43
Paris_48.826837_2.309705,Paris,48.8268367612613,2.30970480905543,120,0,57,3,5,1,18,90,1099,4,0,0,21,15,3,1536,23.26,2.47,27.32,48.09
Paris_48.826837_2.313128,Paris,48.8268367612613,2.313128121417648,159,0,68,3,7,0,19,89,1041,3,0,0,16,22,2,1521,21.67,3.28,23.7,48.12
Paris_48.826837_2.316551,Paris,48.8268367612613,2.3165514337798645,205,2,67,2,7,0,21,57,1081,7,0,0,15,20,2,1571,20.43,6.2,22.9,47.34
Paris_48.826837_2.319975,Paris,48.8268367612613,2.3199747461420817,338,9,87,9,10,1,30,15,1107,15,0,0,13,36,2,1756,26.21,15.84,26.29,47.32
Paris_48.826837_2.323398,Paris,48.8268367612613,2.323398058504299,457,12,102,13,15,3,36,18,1178,22,0,0,8,53,2,1996,29.21,21.25,35.14,49.85
Paris_48.826837_2.326821,Paris,48.8268367612613,2.326821370866516,455,12,108,15,14,3,34,18,1199,25,1,1,9,57,2,2037,31.32,21.21,34.88,50.1
Paris_48.826837_2.330245,Paris,48.8268367612613,2.330244683228733,392,10,98,14,14,3,40,15,1148,23,3,1,8,60,3,1913,30.07,17.94,35.64,50.7
Paris_48.826837_2.333668,Paris,48.8268367612613,2.3336679955909503,224,3,72,7,8,2,30,12,915,14,3,2,6,45,6,1427,19.97,7.58,26.7,49.53
Paris_48.826837_2.337091,Paris,48.8268367612613,2.3370913079531674,138,0,53,8,5,1,34,18,865,7,3,2,6,37,5,1272,17.03,2.85,24.39,48.9
Paris_48.826837_2.340515,Paris,48.8268367612613,2.3405146203153846,157,0,42,9,6,1,35,62,911,4,4,1,4,54,9,1392,17.73,3.24,27.8,50.72
Paris_48.826837_2.343938,Paris,48.8268367612613,2.3439379326776018,197,0,65,12,8,2,31,70,937,8,3,2,6,58,8,1521,22.95,4.06,30.61,52.05
Paris_48.826837_2.347361,Paris,48.8268367612613,2.347361245039819,260,0,96,13,10,2,38,93,1181,13,3,1,9,76,6,1936,30.08,5.36,36.97,55.08
Paris_48.826837_2.350785,Paris,48.8268367612613,2.350784557402036,350,4,113,14,12,3,42,87,1360,16,2,1,10,85,10,2264,33.97,11.16,43.08,56.29
Paris_48.826837_2.354208,Paris,48.8268367612613,2.354207869764253,365,5,134,13,14,3,42,39,1314,19,0,1,11,69,10,2192,34.25,12.46,39.71,54.73
Paris_48.826837_2.357631,Paris,48.8268367612613,2.3576311821264704,339,5,149,11,12,2,38,37,1214,18,0,0,11,70,12,2082,33.32,11.92,34.16,53.85
Paris_48.826837_2.361054,Paris,48.8268367612613,2.3610544944886875,351,5,149,12,13,3,30,18,1116,14,1,0,14,69,11,1971,36.09,12.17,32.73,53.53
Paris_48.826837_2.364478,Paris,48.8268367612613,2.3644778068509047,265,2,137,11,10,1,22,12,943,11,1,0,15,74,11,1674,35.08,7.44,21.86,52.08
Paris_48.826837_2.367901,Paris,48.8268367612613,2.367901119213122,241,1,153,10,7,1,19,37,894,9,2,0,14,108,6,1663,37.37,5.95,21.87,54.18
Paris_48.826837_2.371324,Paris,48.8268367612613,2.371324431575339,254,2,131,10,8,3,34,54,1351,7,3,0,11,118,4,2250,35.7,7.21,38.93,57.4
Paris_48.826837_2.374748,Paris,48.8268367612613,2.374747743937556,190,2,114,12,5,2,36,59,1506,7,2,0,8,110,3,2338,31.32,5.89,38.68,56.18
Paris_48.826837_2.378171,Paris,48.8268367612613,2.3781710562997733,128,1,101,7,3,2,33,60,1470,7,2,0,7,99,5,2191,25.84,3.63,37.47,55.23
Paris_48.826837_2.381594,Paris,48.8268367612613,2.3815943686619905,70,1,51,6,3,2,27,39,1366,4,1,0,7,52,3,1880,17.47,2.43,33.31,50.55
Paris_48.826837_2.385018,Paris,48.8268367612613,2.385017681024208,29,0,32,4,1,0,13,14,767,3,0,0,5,29,3,1013,10.71,1.0,14.22,45.13
Paris_48.826837_2.388441,Paris,48.8268367612613,2.388440993386425,21,0,14,1,2,0,13,5,415,3,0,0,2,15,4,564,5.23,1.0,9.13,43.0
Paris_48.826837_2.391864,Paris,48.8268367612613,2.391864305748642,13,0,3,0,1,0,10,9,287,2,0,0,0,4,4,386,1.11,1.0,6.91,41.67
Paris_48.826837_2.408981,Paris,48.8268367612613,2.408980867559728,71,0,20,5,3,1,19,25,213,1,0,0,6,11,2,422,9.93,1.46,12.35,43.96
Paris_48.826837_2.412404,Paris,48.8268367612613,2.412404179921945,57,0,13,3,2,1,11,21,128,0,3,0,4,7,1,281,6.54,1.18,8.88,42.78
Paris_48.826837_2.415827,Paris,48.8268367612613,2.415827492284162,39,0,8,1,1,0,11,6,87,0,4,0,3,6,2,193,4.27,1.0,4.41,41.62
Paris_48.826837_2.419251,Paris,48.8268367612613,2.419250804646379,21,0,7,0,1,0,7,5,84,0,4,0,2,2,3,165,2.62,1.0,3.24,40.94
Paris_48.826837_2.422674,Paris,48.8268367612613,2.4226741170085964,2,0,4,0,0,0,6,3,65,0,4,0,3,1,3,117,2.69,1.0,2.62,40.44
Paris_48.826837_2.426097,Paris,48.8268367612613,2.426097429370813,2,0,4,0,0,0,5,3,50,0,1,0,3,1,3,109,2.55,1.0,2.15,40.34
Paris_48.826837_2.429521,Paris,48.8268367612613,2.4295207417330307,0,0,0,0,0,0,0,2,42,0,0,0,3,0,2,87,2.21,1.0,0.66,39.84
Paris_48.826837_2.432944,Paris,48.8268367612613,2.432944054095248,0,0,0,0,0,0,0,0,36,0,0,0,3,0,1,78,2.21,1.0,0.47,39.75
Paris_48.826837_2.436367,Paris,48.8268367612613,2.436367366457465,0,0,0,0,0,0,0,0,36,0,0,0,3,0,1,76,2.21,1.0,0.47,39.75
Paris_48.826837_2.439791,Paris,48.8268367612613,2.439790678819682,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,65,0.0,1.0,0.53,39.71
Paris_48.826837_2.443214,Paris,48.8268367612613,2.4432139911818997,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,54,0.0,1.0,0.5,39.7
Paris_48.826837_2.446637,Paris,48.8268367612613,2.4466373035441165,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,52,0.0,1.0,0.59,39.72
Paris_48.826837_2.450061,Paris,48.8268367612613,2.4500606159063336,0,0,0,0,0,0,2,7,40,0,0,0,1,0,0,83,0.74,1.0,1.46,39.89
Paris_48.826837_2.453484,Paris,48.8268367612613,2.4534839282685508,0,0,0,0,0,0,5,8,68,0,0,0,1,0,0,122,0.74,1.0,2.68,40.14
Paris_48.826837_2.456907,Paris,48.8268367612613,2.456907240630768,0,0,0,0,0,0,8,6,72,0,0,0,3,0,0,131,2.21,1.0,3.41,40.28
Paris_48.826837_2.460331,Paris,48.8268367612613,2.460330552992985,3,0,0,0,0,0,10,4,111,0,0,0,3,0,3,175,2.21,1.0,4.34,40.68
Paris_48.826837_2.463754,Paris,48.8268367612613,2.4637538653552022,3,0,1,0,0,0,9,3,107,0,0,0,3,0,4,160,2.25,1.0,3.96,40.67
Paris_48.829089_2.268625,Paris,48.82908901351355,2.2686250607088243,62,1,50,3,3,1,35,16,388,2,0,0,6,43,5,805,14.27,2.26,18.36,47.1
Paris_48.829089_2.272048,Paris,48.82908901351355,2.272048373071041,81,2,41,2,5,0,36,29,420,3,0,0,10,45,7,863,17.49,3.64,16.72,46.59
Paris_48.829089_2.289165,Paris,48.82908901351355,2.2891649348821272,51,1,53,5,3,1,19,15,568,12,1,0,12,12,4,825,16.51,2.04,16.37,44.89
Paris_48.829089_2.292588,Paris,48.82908901351355,2.2925882472443444,52,1,48,4,3,1,23,16,694,6,1,0,14,8,4,975,16.61,2.06,19.13,45.15
Paris_48.829089_2.296012,Paris,48.82908901351355,2.2960115596065616,74,2,51,4,4,0,27,14,865,6,1,0,17,14,5,1210,20.06,3.5,19.22,45.35
Paris_48.829089_2.299435,Paris,48.82908901351355,2.2994348719687787,102,2,49,5,7,1,33,14,999,5,1,0,21,16,5,1395,24.74,4.07,25.63,46.9
Paris_48.829089_2.302858,Paris,48.82908901351355,2.302858184330996,121,1,52,4,5,1,26,49,1013,5,1,0,21,22,4,1472,24.35,3.48,25.97,47.81
Paris_48.829089_2.306281,Paris,48.82908901351355,2.306281496693213,165,1,59,4,8,1,29,100,1187,5,1,0,25,24,3,1749,29.07,4.39,31.97,49.45
Paris_48.829089_2.309705,Paris,48.82908901351355,2.30970480905543,215,1,86,8,10,2,26,100,1148,5,0,0,21,28,2,1760,30.24,5.42,33.74,50.7
Paris_48.829089_2.313128,Paris,48.82908901351355,2.313128121417648,258,1,100,9,10,1,22,96,1103,8,0,0,18,39,3,1768,30.51,6.31,28.79,50.86
Paris_48.829089_2.316551,Paris,48.82908901351355,2.3165514337798645,296,3,109,8,11,1,24,64,1190,15,0,0,19,44,3,1890,32.56,9.06,28.6,50.7
Paris_48.829089_2.319975,Paris,48.82908901351355,2.3199747461420817,397,10,127,16,14,1,24,14,1165,20,1,0,14,72,2,1978,37.76,18.04,25.38,49.73
Paris_48.829089_2.323398,Paris,48.82908901351355,2.323398058504299,504,14,132,17,15,2,25,15,1223,22,1,0,8,98,4,2185,37.53,24.19,29.54,51.32
Paris_48.829089_2.326821,Paris,48.82908901351355,2.326821370866516,519,15,136,20,15,3,29,18,1253,22,1,1,8,94,2,2247,38.52,25.49,34.24,51.68
Paris_48.829089_2.330245,Paris,48.82908901351355,2.330244683228733,465,13,124,19,14,4,33,14,1226,16,2,1,6,91,3,2133,35.1,22.4,37.8,52.54
Paris_48.829089_2.333668,Paris,48.82908901351355,2.3336679955909503,315,6,97,10,8,4,29,11,1003,11,1,2,5,65,6,1667,23.72,12.41,33.67,51.82
